ID NurPenBatch SowID Nur2ADG_Adj Nur2ADG
1815 5B_B7 5B_2383 0.32755075862069 0.29448275862069
1816 5B_B2 5B_2694 0.235826620689655 0.202758620689655
1817 5B_B10 5B_2693 0.52983475862069 0.35448275862069
1818 5B_B10 5B_2697 0.238728827586207 0.210344827586207
1819 5B_B8 5B_2694 0.331688689655172 0.298620689655172
1820 5B_B10 5B_2587 0.488786482758621 0.451034482758621
1821 5B_B8 5B_2698 0.108384 0.08
1822 5B_D3 5B_2699 0.267909379310345 0.0972413793103448
1823 5B_B10 5B_2356 0.188455448275862 0.013103448275862
1824 5B_B9 5B_2357 0.566171448275862 0.533103448275862
1825 5B_D5 5B_2597 0.259418482758621 0.231034482758621
1826 5B_B10 5B_2578 0.544935724137931 0.516551724137931
1827 5B_D6 5B_2587 0.220510620689655 0.182758620689655
1828 5B_D4 5B_2483 0.426673655172414 0.260689655172414
1829 5B_D11 5B_2483 0.381487448275862 0.353103448275862
1830 5B_B10 5B_1752 0.00686110344827587 -0.0262068965517241
1831 5B_B2 5B_2697 0.180108137931035 0.151724137931035
1832 5B_D11 5B_2383 0.541343862068966 0.508275862068966
1833 5B_B7 5B_2483 0.556659862068966 0.528275862068965
1834 5B_B10 5B_2587 0.238110620689655 0.0627586206896552
1835 5B_B9 5B_2385 0.211688689655172 0.178620689655172
1836 5B_D4 5B_1950 0.614016551724138 0.566896551724138
1837 5B_B9 5B_2578 0.458039172413793 0.429655172413793
1838 5B_D3 5B_2698 0.348384 0.32
1839 5B_B9 5B_2357 0.55618524137931 0.38551724137931
1840 5B_B8 5B_2385 0.588930068965517 0.555862068965517
1841 5B_B8 5B_2597 0.458728827586207 0.430344827586207
1842 5B_D3 5B_1963 0.338943862068966 0.168275862068966
1843 5B_D6 5B_2699 0.404792137931035 0.371724137931034
1844 5B_D6 5B_2276 0.194993379310345 0.157241379310345
1845 5B_D5 5B_2701 0.423627862068966 0.248275862068965
1846 5B_B2 5B_2483 0.440797793103448 0.412413793103448
1847 5B_D5 5B_2383 0.412047310344828 0.241379310344828
1848 5B_D6 5B_2693 0.402579586206897 0.364827586206897
1849 5B_D11 5B_2143 0.527407172413793 0.489655172413793
1850 5B_B9 5B_2697 0.455280551724138 0.426896551724138
1851 5B_B10 5B_2383 0.308930068965517 0.275862068965517
